"Codi centre","Denominació completa","Codi naturalesa","Nom naturalesa","Codi titularitat","Nom titularitat","Adreça","Codi postal","Telèfon","FAX","Codi delegació","Nom delegació","Codi comarca","Nom comarca","Codi municipi","Nom municipi","Codi districte municipal","Nom DM","Codi localitat","Nom localitat","Zona educativa","Coordenades UTM X","Coordenades UTM Y","Coordenades GEO X","Coordenades GEO Y","Estudis","E mail centre","Estat","Grups en quarantena","cursos","linies","als_per_classe","num_alumnes","DATAGENERACIO","DATACREACIO","CODIMUNICIPI","ESTAT","GRUP_CONFIN","ALUMN_CONFIN","DOCENT_CONFIN","ALTRES_CONFIN","GRUP_ESTABLE","ALUMN_POSITIU","PERSONAL_POSITIU","ALTRES_POSITIU"
8009156,"Sagrado Corazón",2,"Privat",24,"Ordes i Cong.","c. Ribes. 65",8013,"932 312 606","932 312 606",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",2,"DM II - Eixample",1,"Barcelona",NA,431781.879,4583445.052,2.183914126,41.399651908,"EINF2C EPRI ESO","a8009156@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"24/09/2020 19:31",8019,"Obert",1,20,2,0,13,1,2,0
8009171,"Escola Casas",1,"Públic",4,"Corp. Locals","c. Sant Joan de Malta. 44",8018,"933 004 265","934 851 483",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",10,"DM X - Sant Martí",1,"Barcelona",NA,432532.376,4584414.394,2.192783328,41.408445811,"EINF2C EPRI","a8009171@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"12/09/2020 18:47",8019,"Obert",0,0,0,0,9,1,0,0
8009235,"Santísima Trinidad",2,"Privat",22,"Fundacions","c. Mare de Déu de Lorda. 3-5",8033,"932 744 195","932 744 811",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",9,"DM IX - Sant Andreu",1,"Barcelona",NA,432442.853,4589078.896,2.191191056,41.450449907,"EINF2C EPRI ESO","a8009235@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,1,0,0
8009247,"Grèvol",2,"Privat",21,"Cooperatives","c. Provençals. 9",8019,"933 031 103","933 031 153",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",10,"DM X - Sant Martí",1,"Barcelona",NA,434094.208,4584028.238,2.211510212,41.405097373,"EINF2C EPRI ESO","a8009247@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"25/09/2020 14:32",8019,"Obert",0,4,0,1,27,0,1,0
8009260,"Jesuïtes Clot - El Clot",2,"Privat",22,"Fundacions","c. València. 680",8027,"933 516 011","934 084 682",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",10,"DM X - Sant Martí",1,"Barcelona",NA,432362.071,4584932.139,2.190688041,41.413094671,"EINF2C EPRI ESO BATX AA01 CFPM AA03 CFPS PFI Adults","a8009260@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"22/09/2020 20:33",8019,"Obert",1,0,0,0,92,4,0,0
8009430,"Didac",2,"Privat",26,"Soc. Mercantils","c. Cardenal Reig. 16",8028,"933 344 020","--- --- ---",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",4,"DM IV - Les Corts",1,"Barcelona",NA,425982.012,4580992.268,2.114838283,41.37704779,"EINF1C","a8009430@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,0,0,0
8009454,"Sant Ramon Nonat",2,"Privat",22,"Fundacions","c. Collblanc. 72",8028,"933 339 972","934 409 556",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",4,"DM IV - Les Corts",1,"Barcelona",NA,426102.834,4580864.34,2.116298596,41.375906699,"EINF2C EPRI ESO","a8009454@xtec.cat","Grups en quarantena",2,NA,NA,NA,NA,2020-09-26 07:00:00,"25/09/2020 10:58",8019,"Obert",2,57,0,0,30,2,0,0
8009466,"Sant Ramon Nonat-Sagrat Cor",2,"Privat",24,"Ordes i Cong.","c. Collblanc. 86",8028,"934 490 570","934 409 556",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",4,"DM IV - Les Corts",1,"Barcelona",NA,426102.834,4580864.34,2.116298596,41.375906699,"EINF2C EPRI ESO","a8009466@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"21/09/2020 21:44",8019,"Obert",1,25,1,0,29,1,0,0
8009491,"Montserrat",2,"Privat",26,"Soc. Mercantils","ptge. de Xile. 13-15",8028,"934 490 529","934 492 108",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",4,"DM IV - Les Corts",1,"Barcelona",NA,426063.423,4580950.756,2.115816818,41.376681397,"EINF1C EINF2C","a8009491@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"25/09/2020 10:40",8019,"Obert",0,0,0,0,0,0,0,0
8009508,"Santa Teresa de Lisieux",2,"Privat",22,"Fundacions","c. Déu i Mata. 67",8029,"934 309 318","934 199 515",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",4,"DM IV - Les Corts",1,"Barcelona",NA,427664.874,4582218.36,2.134814597,41.388243755,"EINF2C EPRI ESO BATX","a8009508@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"14/09/2020 14:13",8019,"Obert",0,0,0,0,30,1,0,0
8009636,"Sant Miquel",2,"Privat",24,"Ordes i Cong.","c. Rosselló. 175",8036,"934 104 005","934 109 163",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",2,"DM II - Eixample",1,"Barcelona",NA,429286.218,4582514.572,2.154170531,41.391055801,"EINF2C EPRI ESO BATX","a8009636@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"25/09/2020 11:03",8019,"Obert",0,8,0,0,42,2,0,0
8009673,"Pare Manyanet",2,"Privat",24,"Ordes i Cong.","Travessera de les Corts. 331",8029,"934 396 700","933 216 108",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",4,"DM IV - Les Corts",1,"Barcelona",NA,427941.36,4582266.166,2.138115552,41.388699141,"EINF1C EINF2C EPRI ESO BATX","a8009673@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"23/09/2020 19:54",8019,"Obert",0,1,0,0,52,1,0,0
8009685,"Sagrada Família",2,"Privat",22,"Fundacions","c. Comte d'Urgell. 262",8036,"934 394 800","934 100 897",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",2,"DM II - Eixample",1,"Barcelona",NA,428689.88,4582517.33,2.147037981,41.391027987,"EINF2C EPRI ESO","a8009685@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,1,0,0
8009697,"IPSI",2,"Privat",26,"Soc. Mercantils","c. Comte Borrell. 243-249",8029,"933 235 014","934 301 405",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",2,"DM II - Eixample",1,"Barcelona",NA,428924.538,4582048.908,2.149899459,41.386829855,"EINF2C EPRI ESO BATX","a8009697@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"21/09/2020 11:13",8019,"Obert",1,24,2,2,61,1,1,0
8009776,"Escola Arc Iris",1,"Públic",4,"Corp. Locals","c. Arc de Sant Martí. 78",8032,"934 362 617","934 364 815",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",7,"DM VII - Horta - Guinardó",1,"Barcelona",NA,430765.621,4586295.693,2.171431754,41.425239758,"EINF2C EPRI","a8009776@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"25/09/2020 16:14",8019,"Obert",1,15,1,0,12,1,1,0
8009806,"FEDAC-Horta",2,"Privat",22,"Fundacions","c. Campoamor. 49",8031,"934 275 496","934 281 217",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",7,"DM VII - Horta - Guinardó",1,"Barcelona",NA,429417.965,4587336.124,2.155183751,41.434493219,"EINF2C EPRI ESO BATX","a8009806@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"22/09/2020 20:35",8019,"Obert",1,0,0,0,30,1,0,0
8009934,"La Salle Horta",2,"Privat",24,"Ordes i Cong.","c. Doctor Letamendi. 63",8031,"934 271 500","934 272 487",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",7,"DM VII - Horta - Guinardó",1,"Barcelona",NA,429901.596,4587554.429,2.160946551,41.43650176,"EINF2C EPRI ESO BATX","a8009934@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,1,0,0
8009971,"Guinardó",2,"Privat",21,"Cooperatives","c. Doctor Valls. 11",8041,"934 353 940","934 503 635",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",7,"DM VII - Horta - Guinardó",1,"Barcelona",NA,431432.179,4585698.929,2.179475714,41.419922083,"EINF2C EPRI ESO","a8009971@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"21/09/2020 11:52",8019,"Obert",0,0,0,0,26,0,0,0
8009995,"Regina Carmeli",2,"Privat",24,"Ordes i Cong.","c. Eduard Toda. 37",8031,"934 278 371","934 278 371",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",7,"DM VII - Horta - Guinardó",1,"Barcelona",NA,429696.372,4587345.074,2.15851469,41.434598248,"EINF1C EINF2C EPRI ESO","a8009995@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"15/09/2020 12:03",8019,"Obert",0,0,0,0,27,0,0,0
8010006,"Nou Patufet",2,"Privat",21,"Cooperatives","c. Encarnació. 22",8012,"932 856 327","932 852 359",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",6,"DM VI - Gràcia",1,"Barcelona",NA,429718.145,4584142.27,2.159147469,41.405753755,"EINF2C EPRI ESO","a8010006@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"25/09/2020 10:12",8019,"Obert",0,0,0,0,13,2,0,0
8010031,"Grimm",2,"Privat",26,"Soc. Mercantils","c. Sant Quintí. 19",8026,"934 366 162",NA,108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",10,"DM X - Sant Martí",1,"Barcelona",NA,431410.75,4584862.577,2.179314144,41.412387523,"EINF1C EINF2C","a8010031@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"20/09/2020 1:47",8019,"Obert",0,0,0,0,6,0,0,0
8010055,"Princesa Margarita",2,"Privat",26,"Soc. Mercantils","pg. Font d'En Fargues. 15-17",8032,"934 290 313",NA,108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",7,"DM VII - Horta - Guinardó",1,"Barcelona",NA,430143.998,4585880.538,2.164041145,41.421446803,"EINF2C EPRI ESO","a8010055@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,0,0,0
8010146,"Escola del Mar",1,"Públic",4,"Corp. Locals","c. Gènova. 12",8026,"934 364 751","934 364 440",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",7,"DM VII - Horta - Guinardó",1,"Barcelona",NA,430636.088,4585454.032,2.169978244,41.41764806,"EINF2C EPRI","a8010146@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"25/09/2020 17:18",8019,"Obert",0,4,0,0,15,0,0,0
8010171,"Immaculada Concepció",2,"Privat",24,"Ordes i Cong.","c. Granollers. 28",8032,"934 295 537","934 294 800",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",7,"DM VII - Horta - Guinardó",1,"Barcelona",NA,429955.746,4586599.266,2.161705329,41.42790372,"EINF2C EPRI ESO BATX","a8010171@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"15/09/2020 10:59",8019,"Obert",0,3,2,0,29,0,0,0
8010201,"Escola Parc del Guinardó",1,"Públic",4,"Corp. Locals","c. Garriga i Roca. s/n",8041,"934 368 637","934 358 602",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",7,"DM VII - Horta - Guinardó",1,"Barcelona",NA,430693.399,4585823.75,2.170621605,41.420982918,"EINF2C EPRI","a8010201@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"24/09/2020 10:14",8019,"Obert",0,0,0,0,16,0,0,0
8010304,"Santa Teresa de Jesús",2,"Privat",26,"Soc. Mercantils","c. Llobregós. 130-132",8032,"933 576 615","934 299 785",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",7,"DM VII - Horta - Guinardó",1,"Barcelona",NA,429454.503,4586194.33,2.155754287,41.424212764,"EINF2C EPRI ESO","a8010304@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,0,0,0
8010341,"Vedruna Immaculada Barcelona",2,"Privat",22,"Fundacions","c. Dos de Maig. 247-251",8013,"932 463 200","932 656 195",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",2,"DM II - Eixample",1,"Barcelona",NA,431577.895,4584308.947,2.181376476,41.407415405,"EINF2C EPRI ESO","a8010341@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"15/09/2020 10:44",8019,"Obert",0,0,0,0,25,0,0,0
8010432,"Sagrada Família-Horta",2,"Privat",24,"Ordes i Cong.","c. Peris Mencheta. 26-46",8032,"933 570 208","933 570 201",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",7,"DM VII - Horta - Guinardó",1,"Barcelona",NA,430037.825,4586452.786,2.162704507,41.426591587,"EINF2C EPRI ESO BATX","a8010432@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"19/09/2020 9:34",8019,"Obert",0,0,0,0,68,0,0,0
8010468,"Palcam",2,"Privat",26,"Soc. Mercantils","c. Rosalía de Castro. 30-34",8025,"934 359 749","934 364 117",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",7,"DM VII - Horta - Guinardó",1,"Barcelona",NA,430752.765,4584707.525,2.171459734,41.4109346,"EINF2C EPRI ESO BATX CFPM AA03 CFPS","a8010468@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,0,0,0
8010501,"Claret",2,"Privat",24,"Ordes i Cong.","av. Sant Antoni Maria Claret. 49",8025,"932 081 830","932 081 831",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",6,"DM VI - Gràcia",1,"Barcelona",NA,430361.954,4584130.97,2.166850517,41.405708008,"EINF2C EPRI ESO BATX","a8010501@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"16/09/2020 10:21",8019,"Obert",0,0,0,0,53,2,0,0
8010547,"Mare de Déu del Coll",2,"Privat",24,"Ordes i Cong.","c. Santuari. 28-30",8032,"932 846 543","932 858 001",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",6,"DM VI - Gràcia",1,"Barcelona",NA,429060.51,4585745.017,2.151092421,41.420131287,"EINF2C EPRI ESO","a8010547@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"14/09/2020 17:06",8019,"Obert",0,0,0,0,13,1,0,0
8010641,"Abat Oliba-Spínola",2,"Privat",22,"Fundacions","av. Mare de Déu de Montserrat. 86",8024,"934 554 680","934 502 897",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",7,"DM VII - Horta - Guinardó",1,"Barcelona",NA,430453.885,4585224.589,2.167824565,41.415565802,"EINF1C EINF2C EPRI ESO BATX AA01 AA03 TEGM TEGS","a8010641@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"14/09/2020 17:17",8019,"Obert",0,0,0,0,34,0,0,0
8010821,"Magòria",2,"Privat",21,"Cooperatives","c. Santa Dorotea. 5",8004,"934 236 574","934 236 574",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",3,"DM III - Sants - Montjuïc",1,"Barcelona",NA,428557.019,4580353.068,2.145704108,41.37152348,"EINF2C EPRI","a8010821@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"17/09/2020 10:33",8019,"Obert",0,0,0,0,9,0,0,0
8010882,"Molina",2,"Privat",26,"Soc. Mercantils","c. Lorena. 65-71",8042,"933 533 810","933 531 923",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",8,"DM VIII - Nou Barris",1,"Barcelona",NA,430865.624,4587655.95,2.172472845,41.437499693,"ESO CFPM CFPS","a8010882@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"22/09/2020 20:35",8019,"Obert",1,0,0,0,0,0,0,0
8010912,"Escola Ignasi Iglésias",1,"Públic",4,"Corp. Locals","pg. Torras i Bages. 108",8030,"933 451 820","933 463 212",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",9,"DM IX - Sant Andreu",1,"Barcelona",NA,432422.805,4588066.562,2.191064323,41.441330487,"EINF2C EPRI","a8010912@xtec.cat","Grups en quarantena",3,NA,NA,NA,NA,2020-09-26 07:00:00,"23/09/2020 22:25",8019,"Obert",3,74,3,1,14,3,0,0
8010961,"La Salle Barceloneta",2,"Privat",24,"Ordes i Cong.","c. Balboa. 18-20",8003,"933 195 475","933 193 114",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",1,"DM I - Ciutat vella",1,"Barcelona",NA,432212.019,4581518.326,2.189274985,41.3823348,"BATX CFPM CFPS PFI","a8010961@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"14/09/2020 12:27",8019,"Obert",0,0,0,0,20,0,0,0
8010973,"LLI privada Tagore",2,"Privat",26,"Soc. Mercantils","Via Augusta. 175",8021,"932 091 131",NA,108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",5,"DM V - Sarrià - Sant Gervasi",1,"Barcelona",NA,428275.981,4583316.765,2.141993049,41.398191385,"EINF1C","a8010973@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,0,0,0
8011096,"Piaget",2,"Privat",21,"Cooperatives","c. Llobregós. 194",8032,"934 296 102","934 296 102",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",7,"DM VII - Horta - Guinardó",1,"Barcelona",NA,429177.867,4585993.786,2.152467501,41.422382206,"EINF2C EPRI ESO","a8011096@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"15/09/2020 11:12",8019,"Obert",0,0,1,0,0,0,0,0
8011199,"Adela de Trenquelleón",2,"Privat",24,"Ordes i Cong.","av. Guipúscoa. 24",8018,"933 074 850","932 662 136",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",10,"DM X - Sant Martí",1,"Barcelona",NA,432669.843,4585033.549,2.194358996,41.414033881,"EINF2C EPRI ESO","a8011199@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"22/09/2020 20:58",8019,"Obert",1,45,0,0,26,2,0,0
8011266,"Aspace",2,"Privat",22,"Fundacions","Parc de Montjuïc (Tres Pins. s/n)",8038,"933 258 300","933 258 362",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",3,"DM III - Sants - Montjuïc",1,"Barcelona",NA,429720.584,4579782.119,2.159682434,41.366483561,"EE","a8011266@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"25/09/2020 9:47",8019,"Obert",0,0,0,0,12,0,0,0
8011281,"Inst. Pedagogia Terapèut. Jeroni de Moragas",2,"Privat",21,"Cooperatives","c. Panamà. 18",8034,"932 038 702","932 055 706",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",4,"DM IV - Les Corts",1,"Barcelona",NA,425380.79,4583063.321,2.107394184,41.395645279,"EE","a8011281@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"13/09/2020 20:41",8019,"Obert",0,0,0,0,4,0,0,0
8011291,"Pedralbes",2,"Privat",26,"Soc. Mercantils","c. Casa Mora. 7",8034,"932 037 730","932 047 506",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",5,"DM V - Sarrià - Sant Gervasi",1,"Barcelona",NA,425964.239,4583346.223,2.114338092,41.398247172,"EE","a8011291@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"15/09/2020 9:09",8019,"Obert",0,0,0,0,7,0,0,0
8011394,"Sant Joan Bosco",2,"Privat",24,"Ordes i Cong.","pg. Vall d'Hebron. 258-260",8035,"934 280 250","934 285 121",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",7,"DM VII - Horta - Guinardó",1,"Barcelona",NA,428910.69,4587522.663,2.149090729,41.436128542,"EINF2C EPRI ESO BATX AA01 AA03 Adults","a8011394@xtec.cat","Grups en quarantena",3,NA,NA,NA,NA,2020-09-26 07:00:00,"22/09/2020 12:20",8019,"Obert",3,79,4,0,51,3,0,0
8011424,"Sants Innocents",2,"Privat",24,"Ordes i Cong.","c. Cardenal Tedeschini. 29 bis",8027,"933 408 192","933 408 192",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",9,"DM IX - Sant Andreu",1,"Barcelona",NA,431782.071,4586301.254,2.183594378,41.425376806,"EE","a8011424@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"25/09/2020 14:31",8019,"Obert",1,8,3,0,6,1,0,0
8011448,"Gravi",2,"Privat",21,"Cooperatives","av. Vallcarca. 258",8023,"932 111 183","934 181 306",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",6,"DM VI - Gràcia",1,"Barcelona",NA,428201.706,4585779.816,2.140812391,41.42036843,"EINF1C EINF2C EPRI ESO BATX","a8011448@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"14/09/2020 14:41",8019,"Obert",0,0,1,0,32,0,0,0
8011451,"Aspasim",2,"Privat",31,"Associacions","c. Mont d'Orsà. 22-24",8017,"934 068 409","934 068 448",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",5,"DM V - Sarrià - Sant Gervasi",1,"Barcelona",NA,425030.154,4584801.058,2.102985088,41.411263597,"EE","a8011451@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,0,0,0
8011606,"Asunción de Nuestra Señora",2,"Privat",24,"Ordes i Cong.","rbla. del Poblenou. 94-96",8005,"933 000 931","933 095 001",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",10,"DM X - Sant Martí",1,"Barcelona",NA,433128.182,4583712.045,2.199988789,41.402169732,"EINF2C EPRI ESO","a8011606@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"21/09/2020 16:56",8019,"Obert",0,0,0,0,25,0,0,0
8011643,"Sant Genís dels Agudells",2,"Privat",22,"Fundacions","c. Saldes. 3",8035,"932 116 642","934 185 703",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",7,"DM VII - Horta - Guinardó",1,"Barcelona",NA,427856.474,4586625.177,2.136580695,41.427951291,"EE PFI","a8011643@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"15/09/2020 10:56",8019,"Obert",0,0,0,0,4,0,0,0
8011941,"Escola Pia Balmes",2,"Privat",24,"Ordes i Cong.","c. Balmes. 208",8006,"932 178 612","932 376 515",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",5,"DM V - Sarrià - Sant Gervasi",1,"Barcelona",NA,429100.541,4583265.161,2.151861941,41.397799729,"EINF2C EPRI ESO BATX AA01 AA03 CFPS PFI","a8011941@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,0,0,0
8012027,"Frederic Mistral-Tècnic Eulàlia",2,"Privat",22,"Fundacions","c. Lluís Muntadas. 3-5-7",8035,"932 118 954","934 183 729",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",5,"DM V - Sarrià - Sant Gervasi",1,"Barcelona",NA,427541.818,4585277.41,2.132976757,41.415784249,"EINF2C EPRI ESO BATX","a8012027@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"14/09/2020 10:00",8019,"Obert",0,0,0,0,91,0,0,0
8012714,"Institut Anna Gironella de Mundet",1,"Públic",4,"Corp. Locals","pg. Vall d'Hebron. s/n",8035,"934 280 292","934 281 871",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",7,"DM VII - Horta - Guinardó",1,"Barcelona",NA,428886.302,4586613.794,2.148905778,41.427940599,"ESO BATX CFPM AA03 CFPS","a8012714@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"18/09/2020 12:33",8019,"Obert",0,0,0,0,13,0,0,0
8012970,"LLI privada Kasperle",2,"Privat",41,"Persones Físiq.","c. Gran de Gràcia. 97",8012,"932 370 572",NA,108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",6,"DM VI - Gràcia",1,"Barcelona",NA,429287.341,4583608.95,2.154056158,41.400912558,"EINF1C","a8012970@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,0,0,0
8013071,"Ntra. Sra. de Montserrat",2,"Privat",22,"Fundacions","c. Bronze. 18-20",8038,"933 312 088","933 312 088",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",3,"DM III - Sants - Montjuïc",1,"Barcelona",NA,427733.32,4578878.228,2.136031345,41.358166589,"EE PFI","a8013071@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"15/09/2020 10:45",8019,"Obert",0,0,0,0,9,0,0,0
8013093,"Institut Montjuïc",1,"Públic",1,"Dep. Educació","c. Cisell. 19",8038,"932 230 221","932 231 857",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",3,"DM III - Sants - Montjuïc",1,"Barcelona",NA,428521.701,4578521.252,2.145497702,41.355021785,"ESO BATX","a8013093@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"22/09/2020 20:36",8019,"Obert",1,0,0,0,0,0,0,0
